m_bError = False | m_ID = 1 | m_mName = Hero_mName_1 | m_SkinId = 1011 | m_PreLoadID = 1 | m_Prefabs = hero_gongjianshou | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead001 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero011 | m_LargeMap = Hero011 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 240 | m_BasePhyAtt = 117 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2524 | m_FightHpRec = 30 | m_BaseMp = 445 | m_FightMpRec = 15 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1550 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 26500 | m_PhyLevelShield = 324 | m_MagLevelShield = 170 | m_LevelHp = 13850 | m_HPLevelRec = 112 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_1 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 47 | m_mName = Hero_mName_47 | m_SkinId = 1471 | m_PreLoadID = 47 | m_Prefabs = hero_lancelot | m_Size = 0.82 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon05/HeroHead047 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero471_add | m_LargeMap = Hero471_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 260 | m_BasePhyAtt = 124 | m_BaseMagAtt = 0 | m_AttSpeed = 10875 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 16 | m_MagBaseShield = 10 | m_BaseHp = 2549 | m_FightHpRec = 35 | m_BaseMp = 450 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1185 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 18000 | m_PhyLevelShield = 315 | m_MagLevelShield = 170 | m_LevelHp = 13300 | m_HPLevelRec = 225 | m_LevelMp = 10006 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_47 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 48 | m_mName = Hero_mName_48 | m_SkinId = 1481 | m_PreLoadID = 48 | m_Prefabs = hero_digger | m_Size = 0.5 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon05/HeroHead048 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero481_add | m_LargeMap = Hero481_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fuzhu | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 6 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 3 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 250 | m_BasePhyAtt = 115 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 16 | m_MagBaseShield = 10 | m_BaseHp = 2351 | m_FightHpRec = 36 | m_BaseMp = 490 | m_FightMpRec = 20 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 725 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 300 | m_MagLevelShield = 170 | m_LevelHp = 12250 | m_HPLevelRec = 150 | m_LevelMp = 13000 | m_MPLevelRec = 110 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_48 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 49 | m_mName = Hero_mName_49 | m_SkinId = 1491 | m_PreLoadID = 49 | m_Prefabs = hero_Hylos | m_Size = 0.9 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon05/HeroHead049 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero491_add | m_LargeMap = Hero491_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 3 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 31 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 105 | m_BaseMagAtt = 0 | m_AttSpeed = 10325 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 3309 | m_FightHpRec = 42 | m_BaseMp = 430 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 665 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 300 | m_MagLevelShield = 170 | m_LevelHp = 34000 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_49 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 50 | m_mName = Hero_mName_50 | m_SkinId = 1501 | m_PreLoadID = 50 | m_Prefabs = hero_zhask | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon05/HeroHead050 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero501_add | m_LargeMap = Hero501_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 240 | m_BasePhyAtt = 107 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 10 | m_BaseHp = 2401 | m_FightHpRec = 34 | m_BaseMp = 490 | m_FightMpRec = 20 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 725 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 260 | m_MagLevelShield = 170 | m_LevelHp = 13250 | m_HPLevelRec = 150 | m_LevelMp = 12000 | m_MPLevelRec = 110 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_50 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 51 | m_mName = Hero_mName_51 | m_SkinId = 1511 | m_PreLoadID = 51 | m_Prefabs = hero_sdhunter | m_Size = 0.65 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon06/HeroHead051 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero511_add | m_LargeMap = Hero511_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 255 | m_BasePhyAtt = 121 | m_BaseMagAtt = 0 | m_AttSpeed = 10875 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2599 | m_FightHpRec = 35 | m_BaseMp = 440 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1105 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 21000 | m_PhyLevelShield = 315 | m_MagLevelShield = 170 | m_LevelHp = 16100 | m_HPLevelRec = 225 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_51 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 52 | m_mName = Hero_mName_52 | m_SkinId = 1521 | m_PreLoadID = 52 | m_Prefabs = hero_fasha | m_Size = 0.85 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon06/HeroHead052 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero521_add | m_LargeMap = Hero521_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 240 | m_BasePhyAtt = 109 | m_BaseMagAtt = 0 | m_AttSpeed = 9880 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 10 | m_BaseHp = 2421 | m_FightHpRec = 34 | m_BaseMp = 490 | m_FightMpRec = 18 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 645 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 9400 | m_PhyLevelShield = 315 | m_MagLevelShield = 170 | m_LevelHp = 13100 | m_HPLevelRec = 150 | m_LevelMp = 11000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_52 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 53 | m_mName = Hero_mName_53 | m_SkinId = 1531 | m_PreLoadID = 53 | m_Prefabs = hero_sniper | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon06/HeroHead053 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero531_add | m_LargeMap = Hero531_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 250 | m_MoveSpeed = 240 | m_BasePhyAtt = 115 | m_BaseMagAtt = 0 | m_AttSpeed = 10325 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 14 | m_MagBaseShield = 10 | m_BaseHp = 2490 | m_FightHpRec = 36 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 100 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1050 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 15000 | m_PhyLevelShield = 334 | m_MagLevelShield = 170 | m_LevelHp = 12550 | m_HPLevelRec = 116 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_53 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 54 | m_mName = Hero_mName_54 | m_SkinId = 1541 | m_PreLoadID = 54 | m_Prefabs = hero_mechwarrior | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon06/HeroHead054 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero541_add | m_LargeMap = Hero541_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 255 | m_BasePhyAtt = 119 | m_BaseMagAtt = 0 | m_AttSpeed = 11250 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 24 | m_MagBaseShield = 10 | m_BaseHp = 2778 | m_FightHpRec = 39 | m_BaseMp = 430 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 705 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 375 | m_MagLevelShield = 170 | m_LevelHp = 21500 | m_HPLevelRec = 258 | m_LevelMp = 10000 | m_MPLevelRec = 102 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_54 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 55 | m_mName = Hero_mName_55 | m_SkinId = 1551 | m_PreLoadID = 55 | m_Prefabs = hero_angela | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon06/HeroHead055 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero551_add | m_LargeMap = Hero551_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fuzhu | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 6 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 240 | m_BasePhyAtt = 115 | m_BaseMagAtt = 0 | m_AttSpeed = 9900 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 10 | m_BaseHp = 2421 | m_FightHpRec = 34 | m_BaseMp = 515 | m_FightMpRec = 18 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 725 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 305 | m_MagLevelShield = 170 | m_LevelHp = 12750 | m_HPLevelRec = 150 | m_LevelMp = 11500 | m_MPLevelRec = 110 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_55 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 56 | m_mName = Hero_mName_56 | m_SkinId = 1561 | m_PreLoadID = 56 | m_Prefabs = hero_facinan | m_Size = 0.84 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon07/HeroHead056 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero561_add | m_LargeMap = Hero561_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 260 | m_BasePhyAtt = 119 | m_BaseMagAtt = 0 | m_AttSpeed = 11150 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 18 | m_MagBaseShield = 10 | m_BaseHp = 2578 | m_FightHpRec = 39 | m_BaseMp = 460 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 825 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 25000 | m_PhyLevelShield = 350 | m_MagLevelShield = 170 | m_LevelHp = 16500 | m_HPLevelRec = 225 | m_LevelMp = 10020 | m_MPLevelRec = 102 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_56 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 57 | m_mName = Hero_mName_57 | m_SkinId = 1571 | m_PreLoadID = 57 | m_Prefabs = hero_firemagic | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon07/HeroHead057 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero571_add | m_LargeMap = Hero571_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 245 | m_BasePhyAtt = 105 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 18 | m_MagBaseShield = 10 | m_BaseHp = 2516 | m_FightHpRec = 34 | m_BaseMp = 495 | m_FightMpRec = 18 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 475 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 11000 | m_PhyLevelShield = 320 | m_MagLevelShield = 170 | m_LevelHp = 14250 | m_HPLevelRec = 150 | m_LevelMp = 10900 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_57 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 58 | m_mName = Hero_mName_58 | m_SkinId = 1581 | m_PreLoadID = 58 | m_Prefabs = hero_asura | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon07/HeroHead058 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero581_add | m_LargeMap = Hero581_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 128 | m_BaseMagAtt = 0 | m_AttSpeed = 10850 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 25 | m_MagBaseShield = 10 | m_BaseHp = 2738 | m_FightHpRec = 35 | m_BaseMp = 405 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 875 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 25000 | m_PhyLevelShield = 380 | m_MagLevelShield = 170 | m_LevelHp = 20400 | m_HPLevelRec = 203 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_58 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 59 | m_mName = Hero_mName_59 | m_SkinId = 1591 | m_PreLoadID = 59 | m_Prefabs = hero_fashutanke | m_Size = 0.6 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon07/HeroHead059 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero591_add | m_LargeMap = Hero591_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 3 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 115 | m_BaseMagAtt = 0 | m_AttSpeed = 10425 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 20 | m_MagBaseShield = 10 | m_BaseHp = 2689 | m_FightHpRec = 32 | m_BaseMp = 455 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 735 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 19000 | m_PhyLevelShield = 240 | m_MagLevelShield = 170 | m_LevelHp = 18000 | m_HPLevelRec = 290 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_59 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 60 | m_mName = Hero_mName_60 | m_SkinId = 1601 | m_PreLoadID = 60 | m_Prefabs = hero_ninjagirl | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_OneHeroIcon08/HeroHead060 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero601_add | m_LargeMap = Hero601_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 250 | m_MoveSpeed = 245 | m_BasePhyAtt = 105 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2510 | m_FightHpRec = 30 | m_BaseMp = 390 | m_FightMpRec = 15 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1000 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 25000 | m_PhyLevelShield = 325 | m_MagLevelShield = 170 | m_LevelHp = 11050 | m_HPLevelRec = 112 | m_LevelMp = 9500 | m_MPLevelRec = 120 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_60 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
